"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,256,674,,01/01/2019,12/31/2019
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,56,5666,,10/01/2019,03/31/2020
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,328,124,,01/01/2019,12/31/2019
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,333,21,,01/01/2019,12/31/2019
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,408,420,,01/01/2019,12/31/2019
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,82,3253,,10/01/2019,03/31/2020
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,207,91,,01/01/2019,12/31/2019
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,01/01/2019,12/31/2019
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,85,427,,01/01/2019,12/31/2019
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,71,3810,,10/01/2019,03/31/2020
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,175,129,,01/01/2019,12/31/2019
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,176,11,,01/01/2019,12/31/2019
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,1,01/01/2019,12/31/2019
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,44,335,,01/01/2019,12/31/2019
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,95,940,,10/01/2019,03/31/2020
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,06516,NEW HAVEN,(203) 932-5711,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,202,485,,01/01/2019,12/31/2019
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,06516,NEW HAVEN,(203) 932-5711,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,52,3509,,10/01/2019,03/31/2020
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,06516,NEW HAVEN,(203) 932-5711,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,244,128,,01/01/2019,12/31/2019
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,06516,NEW HAVEN,(203) 932-5711,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,436,20,,01/01/2019,12/31/2019
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,06516,NEW HAVEN,(203) 932-5711,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,06516,NEW HAVEN,(203) 932-5711,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,06516,NEW HAVEN,(203) 932-5711,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,1,01/01/2019,12/31/2019
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,210,420,,01/01/2019,12/31/2019
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,80,1298,,10/01/2019,03/31/2020
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,176,643,,01/01/2019,12/31/2019
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,40,2936,,10/01/2019,03/31/2020
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,194,164,,01/01/2019,12/31/2019
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,265,19,,01/01/2019,12/31/2019
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,210,691,,01/01/2019,12/31/2019
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,76,4319,,10/01/2019,03/31/2020
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,180,143,,01/01/2019,12/31/2019
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,212,37,,01/01/2019,12/31/2019
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,1,01/01/2019,12/31/2019
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,Not Available,Not Available,"5, 24",10/01/2019,03/31/2020
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,200,789,,01/01/2019,12/31/2019
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,54,6113,,10/01/2019,03/31/2020
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,138,160,,01/01/2019,12/31/2019
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,212,12,,01/01/2019,12/31/2019
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,1,01/01/2019,12/31/2019
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,163,796,,01/01/2019,12/31/2019
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,51,6254,,10/01/2019,03/31/2020
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,148,197,,01/01/2019,12/31/2019
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,232,26,,01/01/2019,12/31/2019
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,181,451,,01/01/2019,12/31/2019
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,70,3483,,10/01/2019,03/31/2020
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,220,311,,01/01/2019,12/31/2019
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,262,21,,01/01/2019,12/31/2019
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
