Data.Medicare.gov location affected,Downloadable CSV revised file affected,Data Last Updated,Data Last Updated Details
https://data.medicare.gov/Hospital-Compare/Table-1-FY2016-Net-Change-in-Base-Operating-DRG-Pa/5gv4-jwyv,Table 2: FY2017 Distribution of Net Change in Base Operating DRG Payment Amount,21-Mar-19,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Table-3-FY2016-Percent-Change-in-Medicare-Payments/u625-zae7,Table 3: FY2017 Percent Change in Medicare Payments,21-Mar-19,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Table-4-FY2016-Value-Based-Incentive-Payment-Amoun/vtqa-m4zn,Table 4: FY2017 Value-Based Incentive Payment Amount,21-Mar-19,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-Hospital/yv7e-xc69,Timely and effective care - Hospital,21-Mar-19,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-National/isrn-hqyy,Timely and Effective Care - National,21-Mar-19,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-State/apyc-v239,Timely and Effective Care - State,21-Mar-19,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-Hospital/632h-zaca,Unplanned Hospital Visits - Hospital,21-Mar-19,Data refreshed
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-National/cvcs-xecj,Unplanned Hospital Visits - National ,21-Mar-19,Data refreshed
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-State/4gkm-5ypv,Unplanned Hospital Visits - State,21-Mar-19,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Value-of-care-National/gbq5-7hzr,Value of Care- National,21-Mar-19,No Updates
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Behavioral-Health-D/6qxe-iqz8,Veterans Health Administration Behavioral Health Data,21-Mar-19,Data Refreshed; Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Measure-Dates/4aav-bsmy,Veterans Health Administration Measure Dates,21-Mar-19,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Patient-Safety-Indi/esr2-9zyn,Veterans Health Administration Patient Safety Indicators Data,21-Mar-19,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Provider-Level-Data/uyx4-5s7f,Veterans Health Administration Provider Level Data,21-Mar-19,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Readmissions-and-De/94w6-h55e,Veterans Health Administration Readmissions and Deaths COPD Data,21-Mar-19,Data Refreshed except IMM-2 and IMM-3; Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Timely-and-Effectiv/ptds-r8im,Veterans Health Administration Timely and Effective Care Data,21-Mar-19,Data Refreshed except IMM-2 and IMM-3; Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-Facility/4jcv-atw7,Ambulatory Surgical Measures-Facility, 28-Feb-2019,Data Refreshed except IMM-2 and IMM-3
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-National/wue8-3vwe ,Ambulatory Surgical Measures-National, 28-Feb-2019,Data Refreshed except IMM-2 and IMM-3
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-State/axe7-s95e,Ambulatory Surgical Measures-State, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Cancer-Treatment-Measures-PPS-Exempt-Cancer-Hospit/42wc-33ci,Cancer Treatment Measures- PPS-Excempt Cancer Hospital, 28-Feb-2019,Data refreshed
,Clinical Episode-Based Payment - 6 Decimals, 28-Feb-2019,Data refreshed
https://data.medicare.gov/Hospital-Compare/Clinical-Episode-Based-Payment-Hospital/jucd-knau/data?firstRun=true,Clinical Episode-Based Payment - by Facility, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Clinical-Episode-Based-Payment-State/j9zm-cdbi/data?firstRun=true,Clinical Episode-Based Payment - by State, 28-Feb-2019,"Data Refreshed for SUB-1, TOB-1, TOB-2; removed TOB-2a"
https://data.medicare.gov/Hospital-Compare/Clinical-Episode-Based-Payment-National/9gfz-cw9v/data?firstRun=true,Clinical Episode-Based Payment - National, 28-Feb-2019,Data Refreshed
,Clinical Episode-Based Payment - Breakdown by Claim Type, 28-Feb-2019,No updates
 https://data.medicare.gov/Hospital-Compare/Complications-and-Deaths-Hospital/ynj2-r877,Complications and Deaths- Hospital, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Complications-and-Deaths-National/qqw3-t4ie,Complications and Deaths - National, 28-Feb-2019,No updates
https://data.medicare.gov/Hospital-Compare/Complications-and-Deaths-State/bs2r-24vh,Complications and Deaths- State, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Comprehensive-Care-For-Joint-Replacement-Model-Pro/tqkv-mgxq,Comprehensive Care For Joint Replacement Model - Provider Data, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Data-Updates/bzsr-4my4,Data Updates, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Department-of-Defense-Timely-Effective-Care-Data-m/azt5-rvvx,Department of Defense Timely &Effective Care Data- military hospitals, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Department-of-Defense-TRICARE-Inpatient-Satisfacti/5ff8-7qi2,Department of Defense TRICARE Inpatient Satisfaction Survey (TRISS) Data- military hospitals, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Footnote-Crosswalk/y9us-9xdf,Footnote Crosswalk, 28-Feb-2019,"Open/Close list applied, Added VA MORT-30- AMI, VA MORT-30-HF, & VA MORT-30-PN"
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-Hospital/77hc-ibv8,Healthcare Associated Infections - Hospital, 28-Feb-2019,"Open/Close list applied, Added VA MORT-30- AMI, VA MORT-30-HF, & VA MORT-30-PN"
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-National/yd3s-jyhd,Healthcare Associated Infections - National, 28-Feb-2019,"Open/Close list applied, Added VA MORT-30- AMI, VA MORT-30-HF, & VA MORT-30-PN"
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-State/k2ze-bqvw,Healthcare Associated Infections - State, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Acquired-Condition-Reduction-Program/yq43-i98g,Hospital-Acquired Condition Reduction Program, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-ACS-Measures/akfs-5dgr,Hospital ACS Measures, 28-Feb-2019,"Data Refreshed,except IMM-2 "
https://data.medicare.gov/Hospital-Compare/Hospital-Compare-CASPER-ASPEN-Contacts/su86-ag6b,Hospital Compare- Casper/ASPEN Contacts, 28-Feb-2019,"Data Refreshed, COMP-4 retired"
https://data.medicare.gov/Hospital-Compare/Hospital-General-Information/xubh-q36u,Hospital General Information, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Readmissions-Reduction-Program/9n3s-kdb3,Hospital Readmissions Reduction Program, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Clinical-Care/pudb-wetr,Hospital Value-Based Purchasing (HVBP)- Clinical Care Domain Scores, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Efficiency-Sc/su9h-3pvj,Hospital Value-Based Purchasing (HVBP)- Efficiency Scores, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Patient-Exper/avtz-f2ge,Hospital Value-Based Purchasing (HVBP)- Patient Experience of Care Domain Scores (HCAHPS), 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Safety/dgmq-aat3,Hospital Value-Based Purchasing (HVBP)- Safety, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Total-Perform/ypbt-wvdk,Hospital Value-Based Purchasing (HVBP)- Total Performance Score, 28-Feb-2019,Data Refreshed
,Hospital Value-Based Purchasing (HVBP)- Measure dates, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/698s-bszb,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – by Facility, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/wmm7-vj54,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – by State, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/twwm-t8ug,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – National, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data – by Facility, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data – by State, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data – National , 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Measure-Dates/4j6d-yzce,Measure Dates, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-by-Claim/nrth-mfg3,Medicare Hospital Spending by Claim, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-Hospital/rrqw-56er,Medicare Spending Per Beneficiary – Hospital, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-hospital-spending-per-patient-Medicare-Sp/5hk7-b79m,Medicare Spending Per Beneficiary – Hospital Additional Decimal Places, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-National/3n5g-6b7f,Medicare Spending Per Beneficiary– National, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-State/rs6n-9qwg,Medicare Spending Per Beneficiary – State, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Oncology-Care-Measures-PPS-Exempt-Cancer-Hospital/g3fg-3myg,Oncology Care Measures-PPS- Excempt Cancer Hospital, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-CAHPS-Survey-Foo/e6hj-umam,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-CAHPS-Survey-mea/xzuw-fups,Outpatient and Ambulatory Surgery CAHPS Survey measure label crosswalk, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/48nr-hqxx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers – Facility , 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/tf3h-mrrs,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/x663-bwbj,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/yizn-abxn,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/s5pj-hua3,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/6pfg-whmx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-Hospital/wkfw-kthe,Outpatient Imaging Efficiency - Hospital, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-National/di9i-zzrc,Outpatient Imaging Efficiency - National, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-State/if5v-4x48,Outpatient Imaging Efficiency - State, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Outpatient-Procedures-Volume/xbz4-gvaz,Outpatient Procedures - Volume, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-Hospital/dgck-syfz,Patient survey (HCAHPS) - Hospital, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-National/nsaf-d4nh/data,Patient survey (HCAHPS)  - National.csv, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-State/499t-8gqf/data,Patient survey (HCAHPS) - State.csv, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital , 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Payment-and-value-of-care-Hospital/c7us-v4mf,Payment and Value of Care - Hospital, 28-Feb-2019,"Data Refreshed, Added VA HCAHPS H-CLEAN-HSP-A-P,H-CLEAN-HSP-U-P,H-CLEAN-HSP-SN-P,H-CLEAN-STAR-RATING,H-COMP-1-A-P,H-COMP-1-U-P,H-COMP-1-SN-P,H-COMP-1-STAR-RATING,H-COMP-2-A-P,H-COMP-2-U-P,H-COMP-2-SN-P,H-COMP-2-STAR-RATING,H-COMP-3-A-P,H-COMP-3-U-P,H-COMP-3-SN-P,H-COMP-3-STAR-RATING,H-COMP-5-A-P,H-COMP-5-U-P,H-COMP-5-SN-P,H-COMP-5-STAR-RATING,H-COMP-6-STAR-RATING,H-COMP-6-Y-P,H-COMP-6-N-P,H-COMP-7-SA ,H-COMP-7-A,H-COMP-7-D-SD,H-COMP-7-STAR-RATING,H-HSP-RATING-0-6,H-HSP-RATING-7-8,H-HSP-RATING-9-10,H-HSP-RATING-STAR-RATING,H-QUIET-HSP-A-P,H-QUIET-HSP-U-P,H-QUIET-HSP-SN-P,H-QUIET-STAR-RATING,H-RECMND-DY,H-RECMND-PY,H-RECMND-DN,H-RECMND-STAR-RATING,H-STAR-RATING"
https://data.medicare.gov/Hospital-Compare/Payment-National/ygty-mm5a,Payment - National, 28-Feb-2019,"Data Refreshed, Added VA HCAHPS H-CLEAN-HSP-A-P,H-CLEAN-HSP-U-P,H-CLEAN-HSP-SN-P,H-CLEAN-STAR-RATING,H-COMP-1-A-P,H-COMP-1-U-P,H-COMP-1-SN-P,H-COMP-1-STAR-RATING,H-COMP-2-A-P,H-COMP-2-U-P,H-COMP-2-SN-P,H-COMP-2-STAR-RATING,H-COMP-3-A-P,H-COMP-3-U-P,H-COMP-3-SN-P,H-COMP-3-STAR-RATING,H-COMP-5-A-P,H-COMP-5-U-P,H-COMP-5-SN-P,H-COMP-5-STAR-RATING,H-COMP-6-STAR-RATING,H-COMP-6-Y-P,H-COMP-6-N-P,H-COMP-7-SA ,H-COMP-7-A,H-COMP-7-D-SD,H-COMP-7-STAR-RATING,H-HSP-RATING-0-6,H-HSP-RATING-7-8,H-HSP-RATING-9-10,H-HSP-RATING-STAR-RATING,H-QUIET-HSP-A-P,H-QUIET-HSP-U-P,H-QUIET-HSP-SN-P,H-QUIET-STAR-RATING,H-RECMND-DY,H-RECMND-PY,H-RECMND-DN,H-RECMND-STAR-RATING,H-STAR-RATING"
https://data.medicare.gov/Hospital-Compare/Payment-State/98ix-2iqy,Payment - State, 28-Feb-2019,"Data Refreshed, Added VA HCAHPS H-CLEAN-HSP-A-P,H-CLEAN-HSP-U-P,H-CLEAN-HSP-SN-P,H-CLEAN-STAR-RATING,H-COMP-1-A-P,H-COMP-1-U-P,H-COMP-1-SN-P,H-COMP-1-STAR-RATING,H-COMP-2-A-P,H-COMP-2-U-P,H-COMP-2-SN-P,H-COMP-2-STAR-RATING,H-COMP-3-A-P,H-COMP-3-U-P,H-COMP-3-SN-P,H-COMP-3-STAR-RATING,H-COMP-5-A-P,H-COMP-5-U-P,H-COMP-5-SN-P,H-COMP-5-STAR-RATING,H-COMP-6-STAR-RATING,H-COMP-6-Y-P,H-COMP-6-N-P,H-COMP-7-SA ,H-COMP-7-A,H-COMP-7-D-SD,H-COMP-7-STAR-RATING,H-HSP-RATING-0-6,H-HSP-RATING-7-8,H-HSP-RATING-9-10,H-HSP-RATING-STAR-RATING,H-QUIET-HSP-A-P,H-QUIET-HSP-U-P,H-QUIET-HSP-SN-P,H-QUIET-STAR-RATING,H-RECMND-DY,H-RECMND-PY,H-RECMND-DN,H-RECMND-STAR-RATING,H-STAR-RATING"
https://data.medicare.gov/Hospital-Compare/Prospective-Payment-System-PPS-Exempt-Cancer-Hospi/p7bc-fjpi,Prospective Payment System (PPS)-Exempt Cancer Hospital Quality Reporting (PCHQR) , 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/PSI-90-and-Component-Measures-Six-Digit-Precision/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Structural-Measures-Hospital/4hje-vua3,Structural Measures - Hospital, 28-Feb-2019,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Table-2-FY2016-Distribution-of-Net-Change-in-Base-/xrgf-x36b,Table 1: FY2017 Net Change in Base Operating DRG Payment Amount, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Table-1-FY2016-Net-Change-in-Base-Operating-DRG-Pa/5gv4-jwyv,Table 2: FY2017 Distribution of Net Change in Base Operating DRG Payment Amount, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Table-3-FY2016-Percent-Change-in-Medicare-Payments/u625-zae7,Table 3: FY2017 Percent Change in Medicare Payments, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Table-4-FY2016-Value-Based-Incentive-Payment-Amoun/vtqa-m4zn,Table 4: FY2017 Value-Based Incentive Payment Amount, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-Hospital/yv7e-xc69,Timely and effective care - Hospital, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-National/isrn-hqyy,Timely and Effective Care - National, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-State/apyc-v239,Timely and Effective Care - State, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-Hospital/632h-zaca,Unplanned Hospital Visits - Hospital, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-National/cvcs-xecj,Unplanned Hospital Visits - National , 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-State/4gkm-5ypv,Unplanned Hospital Visits - State, 28-Feb-2019,No Updates
https://data.medicare.gov/Hospital-Compare/Value-of-care-National/gbq5-7hzr,Value of Care- National, 28-Feb-2019,"Data Refreshed. Open/close list applied to EDV-1, IMM-2, OP-29, OP-30, OP-33
"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Behavioral-Health-D/6qxe-iqz8,Veterans Health Administration Behavioral Health Data, 28-Feb-2019,"Data Refreshed. Open/close list applied to EDV-1, IMM-2, OP-29, OP-30, OP-33
"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Measure-Dates/4aav-bsmy,Veterans Health Administration Measure Dates, 28-Feb-2019,"Data Refreshed. Open/close list applied to EDV-1, IMM-2, OP-29, OP-30, OP-33
"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Patient-Safety-Indi/esr2-9zyn,Veterans Health Administration Patient Safety Indicators Data, 28-Feb-2019,"Open/Close list applied,Added VA READ-30- AMI, VA READ-30-HF, & VA READ-30-PN"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Provider-Level-Data/uyx4-5s7f,Veterans Health Administration Provider Level Data, 28-Feb-2019,"Open/Close list applied,Added VA READ-30- AMI, VA READ-30-HF, & VA READ-30-PN"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Readmissions-and-De/94w6-h55e,Veterans Health Administration Readmissions and Deaths COPD Data, 28-Feb-2019,"Open/Close list applied,Added VA READ-30- AMI, VA READ-30-HF, & VA READ-30-PN"
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Timely-and-Effectiv/ptds-r8im,Veterans Health Administration Timely and Effective Care Data, 28-Feb-2019,Open/Close list applied
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-Facility/4jcv-atw7,Ambulatory Surgical Measures-Facility,31-Oct-18,No updates
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-National/wue8-3vwe ,Ambulatory Surgical Measures-National,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-State/axe7-s95e,Ambulatory Surgical Measures-State,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Cancer-Treatment-Measures-PPS-Exempt-Cancer-Hospit/42wc-33ci,Cancer Treatment Measures- PPS-Excempt Cancer Hospital,31-Oct-18,Data Refreshed
 https://data.medicare.gov/Hospital-Compare/Complications-and-Deaths-Hospital/ynj2-r877,Complications and Deaths- Hospital,31-Oct-18,"New Data VA- MORT-30 COPD, VA-READ-30-COPD"
https://data.medicare.gov/Hospital-Compare/Complications-and-Deaths-National/qqw3-t4ie,Complications and Deaths - National,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Complications-and-Deaths-State/bs2r-24vh,Complications and Deaths- State,31-Oct-18,Open/Closed list applied
https://data.medicare.gov/Hospital-Compare/Comprehensive-Care-For-Joint-Replacement-Model-Pro/tqkv-mgxq,Comprehensive Care For Joint Replacement Model - Provider Data,31-Oct-18,Open/Closed list applied
https://data.medicare.gov/Hospital-Compare/Data-Updates/bzsr-4my4,Data Updates,31-Oct-18,Open/Closed list applied
https://data.medicare.gov/Hospital-Compare/Department-of-Defense-Timely-Effective-Care-Data-m/azt5-rvvx,Department of Defense Timely &Effective Care Data- military hospitals,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Department-of-Defense-TRICARE-Inpatient-Satisfacti/5ff8-7qi2,Department of Defense TRICARE Inpatient Satisfaction Survey (TRISS) Data- military hospitals,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Footnote-Crosswalk/y9us-9xdf,Footnote Crosswalk,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-Hospital/77hc-ibv8,Healthcare Associated Infections - Hospital,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-National/yd3s-jyhd,Healthcare Associated Infections - National,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-State/k2ze-bqvw,Healthcare Associated Infections - State,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Acquired-Condition-Reduction-Program/yq43-i98g,Hospital-Acquired Condition Reduction Program,31-Oct-18,Data Refreshed except IMM-2
https://data.medicare.gov/Hospital-Compare/Hospital-ACS-Measures/akfs-5dgr,Hospital ACS Measures,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Compare-CASPER-ASPEN-Contacts/su86-ag6b,Hospital Compare- Casper/ASPEN Contacts,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-General-Information/xubh-q36u,Hospital General Information,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Readmissions-Reduction-Program/9n3s-kdb3,Hospital Readmissions Reduction Program,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Clinical-Care/pudb-wetr,Hospital Value-Based Purchasing (HVBP)- Clinical Care Domain Scores,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Efficiency-Sc/su9h-3pvj,Hospital Value-Based Purchasing (HVBP)- Efficiency Scores,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Patient-Exper/avtz-f2ge,Hospital Value-Based Purchasing (HVBP)- Patient Experience of Care Domain Scores (HCAHPS),31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Safety/dgmq-aat3,Hospital Value-Based Purchasing (HVBP)- Safety,31-Oct-18,Data Refreshed
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Total-Perform/ypbt-wvdk,Hospital Value-Based Purchasing (HVBP)- Total Performance Score,31-Oct-18,Open/Closed list applied
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/698s-bszb,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – by Facility,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/wmm7-vj54,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – by State,31-Oct-18,No Updates
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/twwm-t8ug,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – National,31-Oct-18,No Updates
