"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
38C0001032,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3082,98,2,0,99,92,6,2,95,89,9,2,95,83,14,3,93,,2524,814,32,04/01/2023,03/31/2024
38C0001046,NGC ENDOSCOPY SERVICES LLC,1130 NORTHWEST 22ND AVE  6TH FLOOR  SUITE 615,PORTLAND,OR,97210,,(503) 229-7137,96,3,1,98,89,8,3,93,83,14,3,92,85,12,3,94,,1145,280,24,04/01/2023,03/31/2024
38C0001054,CASCADE SPINE CENTER LLC,6464 SOUTHWEST BORLAND RD SUITE A1,TUALATIN,OR,97062,,(971) 404-3366,98,2,0,99,92,7,1,95,88,10,2,95,85,11,4,93,,852,286,34,04/01/2023,03/31/2024
38C0001056,CENTER FOR SPECIALTY SURGERY LLC,11782 SW BARNES RD. #200,PORTLAND,OR,97225,,(503) 906-4306,97,2,1,98,92,7,1,96,90,8,2,95,89,9,2,95,,3654,968,26,04/01/2023,03/31/2024
38C0001067,NORTHWEST AMBULATORY SURGERY CENTER LLC,1515 NORTHWEST 18TH AVE SUITE 200,PORTLAND,OR,97209,,(503) 542-4873,98,2,0,99,93,5,2,95,89,10,1,96,90,9,1,96,,840,272,32,04/01/2023,03/31/2024
38C0001074,EAST PORTLAND SURGERY CENTER LLC,9200 SOUTHEAST 91ST AVE SUITE 100,PORTLAND,OR,97086,,(503) 772-6160,95,4,1,97,89,8,3,93,80,15,5,92,79,18,3,91,,1324,363,27,04/01/2023,03/31/2024
38C0001085,KAISER PERMANENTE SUNNYBROOK SURGERY CENTER,9900 SE SUNNYSIDE RD.,CLACKAMAS,OR,97015,,(503) 571-4047,97,2,1,98,92,6,2,95,87,12,1,95,85,13,2,94,,3328,1051,32,04/01/2023,03/31/2024
39C0001017,SOUTHWESTERN AMBULATORY SURGERY CENTER LLC,"500 LEWIS RUN RD, STE.202",WEST MIFFLIN,PA,15122,,(412) 469-6964,96,4,0,98,91,7,2,95,84,14,2,94,81,17,2,93,,949,419,44,04/01/2023,03/31/2024
39C0001020,POCONO AMBULATORY SURGERY CENTER LTD,1 STORM ST,STROUDSBURG,PA,18360,,(570) 421-4978,,,,,,,,,,,,,,,,,4,,,,,
39C0001025,APPLE HILL SURGICAL CENTER,25 MONUMENT RD SUITE 270,YORK,PA,17403,,(717) 741-8252,,,,,,,,,,,,,,,,,4,,,,,
39C0001041,HANOVER SURGICENTER LLC,250 FAME AVE. STE. 130,HANOVER,PA,17331,,(717) 633-1600,,,,,,,,,,,,,,,,,4,,,,,
39C0001096,UPMC HAMOT SURGERY CENTER,200 STATE ST,ERIE,PA,16507,,(814) 453-3900,,,,,,,,,,,,,,,,,4,,,,,
39C0001099,ROY A HIMELFARB SURGERY CENTER,757 NORLAND AVE. STE. 100,CHAMBERSBURG,PA,17201,,(717) 217-6725,99,1,0,99,95,5,0,97,90,9,1,96,89,10,1,96,,1254,364,29,04/01/2023,03/31/2024
39C0001100,YORK ENDOSCOPY CENTER LP,2690 SOUTH FIELD DR,YORK,PA,17403,,(717) 815-4303,,,,,,,,,,,,,,,,,4,,,,,
39C0001123,BERKSHIRE EYE SURGERY CENTER LP,2220 RIDGEWOOD RD.,WYOMISSING,PA,19610,,(610) 736-0144,98,2,0,99,95,5,0,97,94,5,1,97,91,8,1,97,,948,477,50,04/01/2023,03/31/2024
39C0001168,HERSHEY OUTPATIENT SURGERY CENTER LP,15 HOPE DR,HERSHEY,PA,17033,,(717) 520-8200,96,3,1,98,93,6,1,96,89,10,1,95,87,12,1,95,,979,294,30,04/01/2023,03/31/2024
39C0001176,THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,2603 KEISER BLVD,WYOMISSING,PA,19610,,(484) 628-3079,99,1,0,100,93,6,1,96,95,4,1,97,92,6,2,96,,1466,343,23,04/01/2023,03/31/2024
39C0001222,EVANGELICAL COMMUNITY HOSPITAL ENDOSCOPY CENTER,90 MEDICAL PARK,LEWISBURG,PA,17837,,(570) 768-3300,,,,,,,,,,,,,,,,,4,,,,,
39C0001226,GAMMA SURGERY CENTER,107 GAMMA DR SUITE 200,PITTSBURGH,PA,15238,,(412) 963-7917,98,2,0,99,94,6,0,97,94,5,1,97,91,7,2,96,,787,373,47,04/01/2023,03/31/2024
39C0001239,HAZLETON SURGERY CENTER LLC,50 MOISEY DR. STE. 100,HAZLETON,PA,18202,,(570) 501-6500,98,2,0,99,94,5,1,96,92,7,1,96,88,12,0,96,,1083,321,30,04/01/2023,03/31/2024
39C0001261,ST LUKES ENDOSCOPY CENTER BUXMONT,1107 BETHLEHEM PIKE,SELLERSVILLE,PA,18960,,(267) 985-5050,,,,,,,,,,,,,,,,,4,,,,,
39C0001308,MONROEVILLE AMBULATORY SURGERY CENTER LLC,4121 MONROEVILLE BLVD,MONROEVILLE,PA,15146,,(412) 380-5624,99,1,0,100,95,4,1,97,94,6,0,98,94,5,1,98,,1522,527,35,04/01/2023,03/31/2024
39C0001314,ALLEGHENEY CLINIC DBA WEXFORD SURGERY CENTER,12311 PERRY HWY,WEXFORD,PA,15090,,(412) 380-5624,98,2,0,99,93,6,1,96,94,5,1,97,93,6,1,97,,2610,668,26,04/01/2023,03/31/2024
39C0001319,BETHEL PARK SURGERY CENTER,990 HIGBEE DR,BETHEL PARK,PA,15102,,(412) 330-6209,99,1,0,99,95,4,1,97,96,4,0,98,94,5,1,97,,1834,606,33,04/01/2023,03/31/2024
39C0001324,PREMIER AT EXTON SURGERY CENTER LLC,491 JOHN YOUNG WAY SUITE 100,EXTON,PA,19341,,(484) 872-8408,97,3,0,98,89,8,3,93,86,12,2,94,84,14,2,94,,1346,375,28,04/01/2023,03/31/2024
39C0001327,GEISINGER-HM JOINT VENTURE LLC,10 CHOATE CIRCLE,MONTOURSVILLE,PA,17754,,(570) 368-5566,,,,,,,,,,,,,,,,,4,,,,,
39C0001334,ALLEGHENY CLINIC DBA AHN WESTMORELAND ENDOSCOPY CENTER,118 NATURE PARK RD SUITE 200,GREENSBURG,PA,15601,,(412) 330-5883,99,1,0,100,96,3,1,98,96,3,1,98,96,4,0,99,,1476,535,36,04/01/2023,03/31/2024
39C0001343,GRAND VIEW SURGERY CENTER AT HALEYSVILLE,270 MAIN ST SUITE 100,HARLEYSVILLE,PA,19438,,(267) 429-2550,,,,,,,,,,,,,,,,,4,,,,,
39C0001346,BUCKS COUNTY SURGICAL SUITES,2800 KELLY RD SUITE 100,WARRINGTON,PA,18976,,(215) 607-2100,97,2,1,98,93,6,1,96,92,7,1,96,89,10,1,96,,1263,496,39,04/01/2023,03/31/2024
39C0001364,ST LUKES AMBULATORY SERVICES INC DBA ST LUKES ENDOSCOPY CENTER-TWIN RIVERS,20 COMMUNITY DRIVE,EASTON,PA,18045,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
41C0001018,BROWN MEDICINE ENDOSCOPY CENTER,62-68 AMARAL STREET,EAST PROVIDENCE,RI,02915,,(401) 649-4031,,,,,,,,,,,,,,,,,4,,,,,
42C0001004,ANMED HEALTH MEDICUS SURGERY CENTER LLC,107 PROFESSIONAL CT,ANDERSON,SC,29621,,(864) 716-7953,99,1,0,99,94,5,1,97,92,7,1,96,91,8,1,97,,997,353,35,04/01/2023,03/31/2024
42C0001017,CAROLINA SURGICAL CENTER,198 WOUTH HEDLONG AVE,ROCK HILL,SC,29732,,(803) 327-4664,98,2,0,99,94,5,1,97,91,7,2,96,89,10,1,96,,929,322,35,04/01/2023,03/31/2024
42C0001019,THE GREENWOOD ENDOSCOPY CENTER INC,103 LINER DR.,GREENWOOD,SC,29646,,(864) 227-3838,99,1,0,99,95,3,2,97,94,6,0,97,89,10,1,96,,1261,379,30,04/01/2023,03/31/2024
42C0001049,BLUFFTON OKATIE SURGERY CENTER LLC,"40 OKATIE CENTER BLVD S., STE. 125",OKATIE,SC,29909,,(843) 705-8870,98,2,0,99,92,7,1,96,89,9,2,95,90,9,1,96,,863,376,44,04/01/2023,03/31/2024
42C0001075,MOORE ORTHOPAEDIC CLINIC OUTPATIENT SURGERY CENTER LLC,104 SALUDA POINTE DR SUITE 200,LEXINGTON,SC,29072,,(803) 939-5051,,,,,,,,,,,,,,,,,4,,,,,
42C0001078,THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,1106 CHUCK DAWLEY BLVD,MOUNT PLEASANT,SC,29464,,(469) 893-6573,98,2,0,99,93,5,2,95,94,5,1,96,95,4,1,98,,788,265,34,04/01/2023,03/31/2024
43C0001028,SANFORD HEALTH SANFORD CLINIC WATERTOWN SURGICAL CTR,901 4TH ST. NW,WATERTOWN,SD,57201,,(605) 882-8780,,,,,,,,,,,,,,,,,4,,,,,
44C0001000,PHYSICIAN'S SURGERY CENTER OF KNOXVILLE LLC,1819 CLINCH AVE SUITE 206,KNOXVILLE,TN,37916,,(865) 522-2949,97,3,0,98,91,7,2,95,91,9,0,97,91,8,1,96,,1014,262,26,04/01/2023,03/31/2024
44C0001001,EYE SURGERY CENTER OF NASHVILLE LLC,310 25TH AVE NORTH SUITE 105,NASHVILLE,TN,37203,,(615) 329-9023,98,2,0,99,91,8,1,95,92,7,1,96,91,8,1,97,,936,380,41,04/01/2023,03/31/2024
44C0001004,MEMPHIS SURGERY CENTER,1044 CREST HAVEN RD,MEMPHIS,TN,38119,,(901) 682-1516,95,4,1,97,90,8,2,94,81,16,3,93,84,14,2,94,,1562,384,25,04/01/2023,03/31/2024
44C0001008,NORTHRIDGE SURGERY CENTER,647 MYATT DR,MADISON,TN,37115,,(615) 868-8942,97,2,1,98,95,4,1,97,92,6,2,96,91,8,1,97,,759,254,33,04/01/2023,03/31/2024
44C0001023,DIGESTIVE DISEASE ENDOSCOPY CENTER INC,"222 22ND AVE NORTH, SUITE 300",NASHVILLE,TN,37203,,(615) 340-4629,96,4,0,98,91,7,2,95,87,12,1,95,86,13,1,95,,6986,552,8,04/01/2023,03/31/2024
44C0001025,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH #800,NASHVILLE,TN,37203,,(615) 284-1335,96,3,1,98,93,6,1,96,86,12,2,94,83,14,3,93,,1202,217,18,04/01/2023,03/31/2024
44C0001035,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,2020 EXETER,GERMANTOWN,TN,38138,,(901) 682-1233,,,,,,,,,,,,,,,,,4,,,,,
44C0001037,LEBONHEUR EAST SURGERY CENTER II LP,786 ESTATE PL,MEMPHIS,TN,38120,,(901) 516-1420,100,0,0,100,97,3,0,98,100,0,0,100,100,0,0,100,1;2,14,1,7,04/01/2023,03/31/2024
44C0001056,MEMPHIS GASTROENTEROLOGY ENDOSCOPY CENTER EAST,"8000 WOLF RIVER BLVD., SUITE 200",GERMANTOWN,TN,38138,,(901) 747-3630,,,,,,,,,,,,,,,,,4,,,,,
44C0001060,PHYSICIANS SURGERY CENTER OF CHATTANOOGA LLC DBA PHYSICIANS SURGERY CENTER OF CHATTANOOGA,924 SPRING CREEK RD,CHATTANOOGA,TN,37412,,(423) 899-1600,99,1,0,99,96,3,1,98,92,7,1,97,91,9,0,97,,1017,376,37,04/01/2023,03/31/2024
44C0001069,METHODIST SURGERY CENTER GERMANTOWN LP,1363 SOUTH GERMANTOWN RD.,GERMANTOWN,TN,38138,,(901) 516-1420,98,2,0,99,94,5,1,97,94,5,1,97,90,9,1,96,,719,198,28,04/01/2023,03/31/2024
44C0001073,BAPTIST SURGERY CENTER DBA BAPTIST AMBULATORY SURGERY CENTER,312 21ST AVE NORTH,NASHVILLE,TN,37203,,(615) 321-7330,98,2,0,99,92,7,1,95,93,6,1,96,90,9,1,96,,1047,262,25,04/01/2023,03/31/2024
44C0001087,CLARKSVILLE SURGERY CENTER LLC,793 WEATHERLY DR,CLARKSVILLE,TN,37043,,(931) 645-1373,98,2,0,99,95,4,1,97,91,8,1,96,91,8,1,96,,938,294,31,04/01/2023,03/31/2024
44C0001088,MIDDLE TENNESSEE AMBULATORY SURGERY CENTER,1800 MEDICAL CENTER PARKWAY SUITE 120,MURFREESBORO,TN,37129,,(615) 849-7500,98,2,0,99,93,6,1,96,90,9,1,96,86,13,1,95,,1331,366,27,04/01/2023,03/31/2024
44C0001097,MOUNTAIN EMPIRE SURGERY CENTER,601 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 610-1020,97,3,0,98,93,6,1,96,91,8,1,95,91,8,1,97,,927,283,31,04/01/2023,03/31/2024
44C0001098,ADVANCED FAMILY SURGERY CENTER,944 OAK RIDGE TURNPIKE #200,OAK RIDGE,TN,37830,,(865) 835-5000,,,,,,,,,,,,,,,,,4,,,,,
44C0001112,PARKWEST SURGERY CENTER,9430 PARKWEST BLVD SUITE 210,KNOXVILLE,TN,37923,,(865) 531-0494,98,2,0,99,93,6,1,96,92,7,1,96,92,8,0,97,,1071,382,36,04/01/2023,03/31/2024
44C0001118,URLOGY AMBULATORY SURGERY CENTER LLC,"1325 WOLF PARK DR. , SUITE 101",GERMANTOWN,TN,38138,,(901) 516-1420,98,2,0,99,95,4,1,97,95,5,0,97,93,6,1,97,,830,248,30,04/01/2023,03/31/2024
44C0001119,SAINT THOMAS CAMPUS SURGICARE LP,4230 HARDING RD SUITE 300,NASHVILLE,TN,37205,,(615) 783-1260,98,2,0,99,93,6,1,96,90,9,1,96,89,11,0,96,,1074,328,31,04/01/2023,03/31/2024
44C0001124,AMBULATORY SURGICAL ASSOCIATES LLC,"725 KINGS LN,",TULLAHOMA,TN,37388,,(931) 455-1976,98,2,0,99,93,6,1,96,92,7,1,96,90,9,1,96,,1129,413,37,04/01/2023,03/31/2024
44C0001133,BAPTIST PLAZA SURGICARE LP,2004 HAYES ST,NASHVILLE,TN,37203,,(615) 515-4000,98,2,0,99,93,6,1,96,92,7,1,96,92,8,0,97,,1186,238,20,04/01/2023,03/31/2024
44C0001140,SAINT FRANCIS SURGERY CENTER,5999 PARK AVE,MEMPHIS,TN,38119,,(901) 818-1080,98,2,0,99,91,8,1,95,89,8,3,95,85,14,1,94,,906,226,25,04/01/2023,03/31/2024
44C0001155,CHATTANOOGA PAIN MANAGEMENT CENTER LLC DBA CHATTANOOGA PAIN SURGERY CENTER,1016 EXECUTIVE DR,HIXSON,TN,37343,,(423) 648-4525,96,4,0,98,94,5,1,97,90,8,2,96,90,9,1,96,,1283,373,29,04/01/2023,03/31/2024
44C0001159,HOLSTON VALLEY AMBULATORY SURGERY CENTER LLC,103 WEST STONE DR,KINGSPORT,TN,37660,,(423) 224-4910,99,1,0,100,93,6,1,96,93,6,1,97,90,9,1,96,,1132,325,29,04/01/2023,03/31/2024
44C0001160,PATIENT PARTNERS LLC,890 NORTH BLUE JAY WAY,GALLATIN,TN,37066,,(615) 575-9000,99,1,0,99,94,5,1,97,93,6,1,96,91,8,1,96,,819,228,28,04/01/2023,03/31/2024
44C0001161,FRANKLIN ENDOSCOPY CENTER LLC,9160 CAROTHERS PARKWAY SUITE 100,FRANKLIN,TN,37067,,(615) 550-6066,97,3,0,98,91,7,2,94,90,8,2,95,90,8,2,96,,1227,350,29,04/01/2023,03/31/2024
44C0001165,HAMILTON EYE INSTITUTE SURGERY CENTER LP,"930 MADISON AVE., SUITE 370",MEMPHIS,TN,38103,,(901) 516-1420,96,3,1,97,89,9,2,94,87,10,3,94,86,13,1,95,,941,295,31,04/01/2023,03/31/2024
44C0001166,LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,100 PHYSICIANS WAY SUITE 340,LEBANON,TN,37090,,(615) 466-9532,98,2,0,99,94,5,1,97,92,6,2,97,90,9,1,96,,1206,349,29,04/01/2023,03/31/2024
44C0001169,PROVIDENCE SURGERY CENTER,5002 CROSSINGS CIR SUITE 110,MOUNT JULIET,TN,37122,,(615) 553-9100,97,3,0,98,95,4,1,97,91,8,1,95,86,13,1,95,,1082,247,23,04/01/2023,03/31/2024
44C0001173,KNOXVILLE ORTHOPAEDIC SURGERY CENTER LLC,"256 FORT SANDERS WEST BLVD, BLDG 8",KNOXVILLE,TN,37922,,(865) 244-4585,,,,,,,,,,,,,,,,,4,,,,,
44C0001177,MID STATE ENDOSCOPY CENTER,1115 DOW ST SUITE A,MURFREESBORO,TN,37130,,(615) 848-9234,98,2,0,99,92,6,2,95,88,11,1,96,89,10,1,96,,1279,281,22,04/01/2023,03/31/2024
44C0001204,SAINT THOMAS SURGERY CENTER NEW SALEM LLC DBA NEW SALEM SURGERY CENTER,2755 NEW SALEM HIGHWAY SUITE 100,MURFREESBORO,TN,37128,,(615) 900-1366,98,2,0,99,92,7,1,95,93,5,2,96,90,8,2,96,,1972,482,24,04/01/2023,03/31/2024
45C0001018,CONROE SURGERY CENTER 2 LLC,"1501 RIVER POINTE DR, #200",CONROE,TX,77304,,(469) 893-6573,98,2,0,99,93,6,1,96,90,8,2,95,85,11,4,93,,1053,356,34,04/01/2023,03/31/2024
45C0001035,MEMORIAL HERMANN SURGERY CENTER MAIN STREET,7515 MAIN STREET SUITE 800,HOUSTON,TX,77030,,(713) 799-9990,97,3,0,99,90,7,3,94,88,9,3,94,82,15,3,93,,1379,176,13,04/01/2023,03/31/2024
45C0001039,BAYLOR SURGICARE,3920 WORTH ST.,DALLAS,TX,75246,,(214) 820-2581,97,3,0,99,89,9,2,93,88,11,1,95,87,12,1,95,,1527,306,20,04/01/2023,03/31/2024
45C0001077,DOCTORS UNITED SURGERY CENTER,5146 PRESTON,PASADENA,TX,77505,,(346) 203-5536,97,3,0,98,93,6,1,96,88,10,2,95,87,11,2,95,,1765,396,22,04/01/2023,03/31/2024
45C0001091,GARLAND SURGICARE PARTNERS LTD DBA BAYLOR SURGICARE AT GARLAND,530 CLARA BARTON BLVD SUITE 100,GARLAND,TX,75042,,(972) 494-2400,98,2,0,99,92,6,2,95,88,10,2,95,90,9,1,96,,843,214,25,04/01/2023,03/31/2024
45C0001133,BAYLOR SURGICARE AT NORTH DALLAS LLC DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH DALLAS,12230 COIT RD SUITE 200,DALLAS,TX,75251,,(469) 374-6400,97,3,0,98,94,5,1,96,87,12,1,95,84,14,2,93,,1084,191,18,04/01/2023,03/31/2024
45C0001139,GCSA AMBULATORY SURGERY CENTER LLC,8214 WURZBACH RD.,SAN ANTONIO,TX,78229,,(210) 614-1234,96,4,0,98,91,7,2,95,90,8,2,96,88,10,2,95,,1685,300,18,04/01/2023,03/31/2024
45C0001149,MEMORIAL HERMANN SURGERY CENTER WOODLANDS PARKWAY,1441 WOODSTEAD CT SUITE 100,THE WOODLANDS,TX,77380,,(281) 825-4725,97,3,0,98,94,5,1,97,91,8,1,95,88,11,1,95,,1209,257,21,04/01/2023,03/31/2024
45C0001161,SOUTH PLAINS ENDOSCOPY CENTER,3610 24TH ST,LUBBOCK,TX,79410,,(806) 797-1015,97,3,0,98,93,6,1,96,91,8,1,96,91,8,1,97,,1286,354,28,04/01/2023,03/31/2024
45C0001194,MEMORIAL HERMANN BAY AREA ENDOSCOPY CENTER LLC DBA BAY AREA ENDOSCOPY,444 FM 1959 RD SUITE B,HOUSTON,TX,77034,,(281) 892-2420,96,3,1,97,88,9,3,93,86,12,2,94,83,15,2,93,,917,172,19,04/01/2023,03/31/2024
45C0001196,BAYLOR SURGICARE AT OAKMONT,7200 OAKMONT BLVD.,FORT WORTH,TX,76132,,(817) 732-3300,97,3,0,98,93,5,2,96,87,12,1,95,85,13,2,94,,1493,330,22,04/01/2023,03/31/2024
45C0001205,DESOTO SURGICARE PARTNERS LTD,7992 WEST VIRGINIA DR.,DALLAS,TX,75237,,(972) 283-2400,96,4,0,98,90,9,1,94,87,11,2,95,84,13,3,94,,752,231,31,04/01/2023,03/31/2024
45C0001221,VICTORIA SURGERY CENTER,105 JAMES COLEMAN DR.,VICTORIA,TX,77904,,(361) 578-0234,95,4,1,97,88,9,3,93,82,14,4,93,86,12,2,94,,1711,392,23,04/01/2023,03/31/2024
45C0001240,GOLDEN TRIANGLE SURGERY CENTER LLC DBA BAPTIST BEAUMONT SURGICAL AFFILIATES,3560 COLLEGE STREET,BEAUMONT,TX,77701,,(409) 835-7070,97,3,0,99,94,5,1,97,90,9,1,96,92,7,1,97,2,1043,339,33,04/01/2023,03/31/2024
45C0001243,NORTHWEST SURGERY CENTER RED OAK,17322 RED OAK DR,HOUSTON,TX,77090,,(281) 895-9100,97,3,0,98,93,6,1,96,83,15,2,94,80,19,1,93,,1424,365,26,04/01/2023,03/31/2024
45C0001245,CORPUS CHRISTI SURGICARE LTD DBA CORPUS CHRISTI OUTPATIENT SURGERY CENTER,3636 SOUTH ALAMEDA ST SUITE A,CORPUS CHRISTI,TX,78411,,(361) 853-2200,97,2,1,98,93,6,1,96,93,5,2,96,91,7,2,96,,1279,338,26,04/01/2023,03/31/2024
45C0001247,PASO DEL NORTE SURGERY CENTER,125 W. CASTELLANO,EL PASO,TX,79912,,(915) 532-8200,96,4,0,98,92,6,2,95,93,5,2,95,88,10,2,95,,993,185,19,04/01/2023,03/31/2024
45C0001250,SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN-SURGICARE OF CORPUS CHRISTI,718 ELIZABETH ST,CORPUS CHRISTI,TX,78404,,(361) 882-3204,97,2,1,98,92,6,2,95,89,7,4,95,87,11,2,95,,887,254,29,04/01/2023,03/31/2024
45C0001257,BAYLOR SCOTT AND WHITE SURGICARE DENTON,350 SOUTH IH 35 EAST,DENTON,TX,76205,,(940) 323-1393,99,1,0,99,95,4,1,97,95,4,1,97,92,7,1,97,,1254,432,34,04/01/2023,03/31/2024
45C0001264,TEXAN SURGERY CENTER,7000 NORTH MOPAC EXPRESSWAY SUITE 120,AUSTIN,TX,78731,,(512) 342-0900,97,3,0,98,91,7,2,94,87,11,2,95,85,13,2,94,,1103,329,30,04/01/2023,03/31/2024
45C0001267,NMC SURGERY CENTER LP DBA THE SURGERY CENTER OF NACOGDOCHES,4948 N E STALLINGS DR,NACOGDOCHES,TX,75965,,(936) 568-3595,99,1,0,100,91,7,2,95,94,6,0,97,93,7,0,98,,1087,284,26,04/01/2023,03/31/2024
45C0001274,VICTORIA AMBULATORY SURGERY CENTER DBA THE SURGERY CENTER,6370 NORTH NAVARRO ST,VICTORIA,TX,77904,,(361) 570-8311,98,2,0,99,93,5,2,96,96,3,1,98,91,7,2,96,,960,268,28,04/01/2023,03/31/2024
45C0001276,FISH POND SURGERY CENTER,601 WEST HWY 6 SUITE 109,WACO,TX,76710,,(254) 751-9836,97,2,1,98,94,5,1,96,91,7,2,95,89,10,1,96,,1045,371,36,04/01/2023,03/31/2024
45C0001277,TEXAS ENDOSCOPY PLANO,6405 WEST PARKER #370,PLANO,TX,75093,,(214) 778-2570,99,1,0,99,91,7,2,95,90,9,1,96,90,9,1,96,,1044,214,20,04/01/2023,03/31/2024
45C0001298,NORTH HOUSTON ENDOSCOPY AND SURGERY,275 LANTERN BEND SUITE 400,HOUSTON,TX,77090,,(281) 440-5797,96,3,1,98,90,8,2,94,86,11,3,94,85,13,2,94,,884,178,20,04/01/2023,03/31/2024
45C0001301,BAYLOR SCOTT & WHITE SURGICARE GRAPEVINE,2040 WEST STATE HWY 114,GRAPEVINE,TX,76051,,(817) 410-4300,97,3,0,98,93,6,1,96,90,7,3,96,88,9,3,94,,1504,280,19,04/01/2023,03/31/2024
45C0001302,AMARILLO ENDOSCOPY CENTER,6833 PLUM CREEK DR,AMARILLO,TX,79124,,(806) 467-9820,,,,,,,,,,,,,,,,,4,,,,,
45C0001307,TEXAS ORTHOPEDICS SURGERY CENTER,4700 SETON CENTER PARKWAY SUITE 100,AUSTIN,TX,78759,,(512) 608-4647,97,3,0,99,91,8,1,95,88,11,1,95,86,13,1,94,,1745,391,22,04/01/2023,03/31/2024
45C0001315,PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,6901 SNIDER PLAZA SUITE 300,UNIVERSITY PARK,TX,75205,,(214) 706-6901,96,4,0,98,93,5,2,95,93,6,1,97,89,11,0,96,,840,163,19,04/01/2023,03/31/2024
45C0001318,BAYLOR SCOTT AND WHITE SURGICARE CARROLLTON,4780 NORTH JOSEY LANE,CARROLLTON,TX,75010,,(972) 395-2210,97,3,0,99,92,6,2,95,88,10,2,94,86,10,4,94,,1197,249,21,04/01/2023,03/31/2024
45C0001338,SAN ANTONIO ENDOSCOPY CENTER,8550 DATAPOINT DR SUITE 100,SAN ANTONIO,TX,78229,,(210) 615-7232,99,1,0,99,93,6,1,96,94,4,2,97,91,8,1,97,,1215,331,27,04/01/2023,03/31/2024
45C0001344,MIDLAND TEXAS SURGICAL CENTER LLC,5609 DEAUVILLE BLVD,MIDLAND,TX,79706,,(432) 699-4224,98,2,0,99,92,6,2,95,93,6,1,96,90,8,2,96,,1183,260,22,04/01/2023,03/31/2024
45C0001345,GAB ENDOSCOPY CENTER LLC,621 CAMDEN STREET SUITE 102,SAN ANTONIO,TX,78215,,(210) 253-3430,96,4,0,98,89,9,2,94,86,12,2,95,85,13,2,94,,1657,339,20,04/01/2023,03/31/2024
45C0001351,THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,19226 STONE HUE SUITE 103,SAN ANTONIO,TX,78258,,(210) 268-0100,96,3,1,97,92,6,2,95,90,9,1,96,85,13,2,94,,1034,197,19,04/01/2023,03/31/2024
45C0001355,BAYLOR SCOTT & WHITE SURGICARE PLANO,1701 OHIO DR,PLANO,TX,75093,,(214) 291-3000,95,4,1,97,85,10,5,90,83,11,6,93,85,10,5,92,,1054,199,19,04/01/2023,03/31/2024
45C0001357,BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,750 12TH AVE,FORT WORTH,TX,76104,,(817) 334-5101,96,4,0,98,91,8,1,95,89,9,2,95,85,12,3,94,,1270,288,23,04/01/2023,03/31/2024
45C0001363,MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,1900 NORTH LOOP WEST SUITE #550,HOUSTON,TX,77018,,(713) 396-1300,96,4,0,98,89,10,1,94,84,13,3,94,81,15,4,92,,2276,277,12,04/01/2023,03/31/2024
45C0001364,ROCKWALL AMBULATORY SURGERY CENTER LLP,825 WEST YELLOWJACKET LN,ROCKWALL,TX,75087,,(972) 772-6166,97,3,0,98,93,6,1,96,89,8,3,95,87,11,2,95,,1357,241,18,04/01/2023,03/31/2024
45C0001369,MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,1631 NORTH LOOP WEST SUITE #300,HOUSTON,TX,77008,,(713) 396-1300,96,3,1,97,92,5,3,95,87,10,3,94,84,14,2,94,,1421,223,16,04/01/2023,03/31/2024
