"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
AUSTIN ENDOSCOPY CENTER II LP,45C0001295,1003887845,AUSTIN,TX,78745,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,94,85.4,
LOUISVILLE ENDOSCOPY CENTER,18C0001029,1003888595,LOUISVILLE,KY,40217,2022,94.67,,N/A,5,2200,No Different Than the National Rate,11,8.6,14,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LOUISVILLE ENDOSCOPY CENTER,18C0001029,1003888595,LOUISVILLE,KY,40217,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,47,100,
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001084,1003888710,KETTERING,OH,45429,2022,89.36,,N/A,5,1917,No Different Than the National Rate,12.1,9.4,15.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001084,1003888710,KETTERING,OH,45429,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,74,
ENDOSCOPY GROUP LLC,10C0001252,1003889346,PENSACOLA,FL,32503,2022,100,,N/A,5,4526,No Different Than the National Rate,11.3,9.2,13.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY GROUP LLC,10C0001252,1003889346,PENSACOLA,FL,32503,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,73,62.6,
WALDORF ENDOSCOPY CENTER,21C0001062,1003889379,WALDORF,MD,20602,2022,72.41,,N/A,5,1647,No Different Than the National Rate,10.5,8,13.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WALDORF ENDOSCOPY CENTER,21C0001062,1003889379,WALDORF,MD,20602,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,100,
COMMUNITY SURGERY CENTER NORTHWEST,15C0001034,1003897448,INDIANAPOLIS,IN,46260,2022,N/A,5,N/A,5,136,No Different Than the National Rate,10.8,7.6,14.9,,N/A,5,N/A,5,59,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
COMMUNITY SURGERY CENTER NORTHWEST,15C0001034,1003897448,INDIANAPOLIS,IN,46260,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEMORIAL ENDOSCOPY CENTER LP,45C0001325,1003899055,HOUSTON,TX,77055,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEMORIAL ENDOSCOPY CENTER LP,45C0001325,1003899055,HOUSTON,TX,77055,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,56,67.9,
OREGON TRAIL EYE SURGERY CENTER,28C0001036,1003909789,SCOTTSBLUFF,NE,69361,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.27,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OREGON TRAIL EYE SURGERY CENTER,28C0001036,1003909789,SCOTTSBLUFF,NE,69361,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,42,80,
CROSSROADS PODIATRIC SURGERY CENTER LLC,21C0001450,1003912957,OWINGS MILLS,MD,21117,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CROSSROADS PODIATRIC SURGERY CENTER LLC,21C0001450,1003912957,OWINGS MILLS,MD,21117,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
VAIL VALLEY SURGERY CENTER LLC DBA VAIL VALLEY SURGERY CENTER VAIL,06C0001074,1003944125,VAIL,CO,81657,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,214,No Different Than the National Rate,2.3,1.5,3.4,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
VAIL VALLEY SURGERY CENTER LLC DBA VAIL VALLEY SURGERY CENTER VAIL,06C0001074,1003944125,VAIL,CO,81657,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,385,100,
PACIFIC HEIGHTS SURGERY CENTER LP,05C0001661,1003965328,SAN FRANCISCO,CA,94115,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.59,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PACIFIC HEIGHTS SURGERY CENTER LP,05C0001661,1003965328,SAN FRANCISCO,CA,94115,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,53,94.2,
THE ORTHOPAEDIC SURGERY CENTER LLC,52C0001074,1003976929,PEWAUKEE,WI,53072,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.36,,N/A,5,378,No Different Than the National Rate,1.9,1.3,2.7,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE ORTHOPAEDIC SURGERY CENTER LLC,52C0001074,1003976929,PEWAUKEE,WI,53072,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,118,78.8,
PIEDMONT EYE,11C0001203,1003993965,ATLANTA,GA,30327,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.54,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PIEDMONT EYE,11C0001203,1003993965,ATLANTA,GA,30327,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,52,85.1,
BAY AREA ENDOSCOPY CENTER LIMITED PARTNERSHIP,10C0001196,1013011162,ST PETERSBURG,FL,33709,2022,N/A,5,N/A,5,421,No Different Than the National Rate,12.6,9.1,17.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BAY AREA ENDOSCOPY CENTER LIMITED PARTNERSHIP,10C0001196,1013011162,ST PETERSBURG,FL,33709,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,77.8,
PHOENIX EYE SURGICAL CENTER PLC,03C0001023,1013021682,PHOENIX,AZ,85012,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PHOENIX EYE SURGICAL CENTER PLC,03C0001023,1013021682,PHOENIX,AZ,85012,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GASTROENTEROLOGY DIAGNOSTIC CENTER MEDICAL GROUP,05C0001186,1013048461,MONTEREY PARK,CA,91754,2022,83.12,,N/A,5,368,No Different Than the National Rate,11.1,8.1,15.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GASTROENTEROLOGY DIAGNOSTIC CENTER MEDICAL GROUP,05C0001186,1013048461,MONTEREY PARK,CA,91754,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,85,
RENAISSANCE SURGERY CENTER LLC,05C0001702,1013068642,PALM DESERT,CA,92260,2022,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5,100,,0.6,,72,No Different Than the National Rate,1.9,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
RENAISSANCE SURGERY CENTER LLC,05C0001702,1013068642,PALM DESERT,CA,92260,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,77,84.3,
RENAISSANCE SURGERY CENTER LLC,05C0001813,1013068642,FRESNO,CA,93720,2022,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5,100,,0.6,,72,No Different Than the National Rate,1.9,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
RENAISSANCE SURGERY CENTER LLC,05C0001813,1013068642,FRESNO,CA,93720,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,77,84.3,
CLEARER VISION LLC,44C0001108,1013096700,COOKEVILLE,TN,38501,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CLEARER VISION LLC,44C0001108,1013096700,COOKEVILLE,TN,38501,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,17,88.2,
TRACY SURGERY CENTER,05C0001859,1013104389,TRACY,CA,95377,2022,100,,100,,202,No Different Than the National Rate,10.5,7.6,14.6,,100,,0,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,49,No Different Than the National Rate,5,3.1,7.8,,,N/A,5
TRACY SURGERY CENTER,05C0001859,1013104389,TRACY,CA,95377,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,100,
FOOT SURGERY CENTER OF NORTHERN COLORADO LLC,06C0001043,1013116938,FORT COLLINS,CO,80524,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FOOT SURGERY CENTER OF NORTHERN COLORADO LLC,06C0001043,1013116938,FORT COLLINS,CO,80524,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ADVANCED SURGICAL INSTITUTE DBA SOUTH JERSEY MUSCULOSKELETAL INSTITUTE LLC,31C0001233,1013136456,SEWELL,NJ,8080,2022,94.74,,N/A,5,629,No Different Than the National Rate,11.2,8.2,15.1,,100,,0,,130,No Different Than the National Rate,2.2,1.5,3.5,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ADVANCED SURGICAL INSTITUTE DBA SOUTH JERSEY MUSCULOSKELETAL INSTITUTE LLC,31C0001233,1013136456,SEWELL,NJ,8080,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,58,93.7,
WESTERN WASHINGTON MEDICAL GROUP INC PS DBA GATEWAY SURGERY CENTER,50C0001272,1013138536,EVERETT,WA,98201,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.54,,N/A,5,129,No Different Than the National Rate,2.3,1.5,3.4,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WESTERN WASHINGTON MEDICAL GROUP INC PS DBA GATEWAY SURGERY CENTER,50C0001272,1013138536,EVERETT,WA,98201,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,63,100,
HARRISON ENDO SURGICAL CENTER LLC,31C0001262,1013143007,HARRISON,NJ,7029,2022,100,,N/A,5,248,No Different Than the National Rate,10.1,7.2,13.9,,90.91,,N/A,5,35,No Different Than the National Rate,2.1,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HARRISON ENDO SURGICAL CENTER LLC,31C0001262,1013143007,HARRISON,NJ,7029,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,68,100,
WEST SIDE SURGERY CENTER,11C0001335,1013158948,DOUGLAS,GA,31533,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WEST SIDE SURGERY CENTER,11C0001335,1013158948,DOUGLAS,GA,31533,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GREENBELT ENDOSCOPY CENTER LLC,21C0001212,1013170521,LANHAM,MD,20706,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GREENBELT ENDOSCOPY CENTER LLC,21C0001212,1013170521,LANHAM,MD,20706,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,62,96.8,
NORTH COLUMBUS SURGERY CENTER LLC,11C0001368,1013212927,COLUMBUS,GA,31909,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH COLUMBUS SURGERY CENTER LLC,11C0001368,1013212927,COLUMBUS,GA,31909,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,23,100,
CARLIN VISION SURGERY CENTER LLC,11C0001356,1013222926,SNELLVILLE,GA,30078,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.61,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CARLIN VISION SURGERY CENTER LLC,11C0001356,1013222926,SNELLVILLE,GA,30078,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,92.3,
TUSCAN SURGERY CENTER AT LAS COLINAS,45C0001384,1013227248,IRVING,TX,75039,2022,89.05,,N/A,5,1512,No Different Than the National Rate,8.9,6.6,12,,83.55,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TUSCAN SURGERY CENTER AT LAS COLINAS,45C0001384,1013227248,IRVING,TX,75039,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,72,73.1,
SOMA SURGERY CENTER,05C0002015,1013275965,BEVERLY HILLS,CA,90211,2022,N/A,5,N/A,5,39,No Different Than the National Rate,10.4,7.4,14.8,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOMA SURGERY CENTER,05C0002015,1013275965,BEVERLY HILLS,CA,90211,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NOVANT HEALTH MATTHEWS SURGERY CENTER,34C0001180,1013298926,MATTHEWS,NC,28103,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.87,,N/A,5,218,No Different Than the National Rate,2.2,1.5,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NOVANT HEALTH MATTHEWS SURGERY CENTER,34C0001180,1013298926,MATTHEWS,NC,28103,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,126,93.6,
MELBOURNE SURGERY CENTER LLC,10C0001228,1013309459,MELBOURNE,FL,32901,2022,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5,100,,0,,284,No Different Than the National Rate,1.8,1.2,2.7,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MELBOURNE SURGERY CENTER LLC,10C0001228,1013309459,MELBOURNE,FL,32901,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,66,91,
CENTER FOR PAIN AND SPINE LLC,11C0001430,1013341734,NEWNAN,GA,30265,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CENTER FOR PAIN AND SPINE LLC,11C0001430,1013341734,NEWNAN,GA,30265,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,6,N/A,1
SURGICATH LLC,10C0001649,1013360320,PALM BEACH GARDENS,FL,33410,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGICATH LLC,10C0001649,1013360320,PALM BEACH GARDENS,FL,33410,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,72.7,
GI WELLNESS CENTER OF FREDERICK,21C0001579,1013372986,FREDERICK,MD,21702,2022,N/A,1,N/A,5,405,No Different Than the National Rate,10.4,7.4,14.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GI WELLNESS CENTER OF FREDERICK,21C0001579,1013372986,FREDERICK,MD,21702,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,12,62.9,
GI WELLNESS CENTER OF FREDERICK LLC,21D2113134,1013372986,FREDERICK,MD,21702,2022,N/A,1,N/A,5,405,No Different Than the National Rate,10.4,7.4,14.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GI WELLNESS CENTER OF FREDERICK LLC,21D2113134,1013372986,FREDERICK,MD,21702,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,12,62.9,
ROCKFORD DIGESTIVE HEALTH ENDOSCOPY CENTER,34C0001194,1013377290,MOUNT AIRY,NC,27030,2022,N/A,5,N/A,5,130,No Different Than the National Rate,10.6,7.5,14.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ROCKFORD DIGESTIVE HEALTH ENDOSCOPY CENTER,34C0001194,1013377290,MOUNT AIRY,NC,27030,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH PINES SURGERY CENTER LLC,45C0001597,1013392042,CONROE,TX,77304,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,81,No Different Than the National Rate,2.1,1.4,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
NORTH PINES SURGERY CENTER LLC,45C0001597,1013392042,CONROE,TX,77304,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,34,73.5,
AKDHC SURGERY CENTER,03C0001432,1013403161,BULLHEAD,AZ,86442,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AKDHC SURGERY CENTER,03C0001432,1013403161,BULLHEAD,AZ,86442,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,6,N/A,1
BLUE BELL ASC LLC DBA JEFFERSON SURGERY CENTER BLUE BELL,39C0001345,1013412287,BLUE BELL,PA,19422,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,103,No Different Than the National Rate,1.9,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BLUE BELL ASC LLC DBA JEFFERSON SURGERY CENTER BLUE BELL,39C0001345,1013412287,BLUE BELL,PA,19422,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
REX SURGERY CENTER OF WAKEFIELD LLC,34C0001201,1013425933,RALEIGH,NC,27612,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.86,,0.61,,51,No Different Than the National Rate,2,1.3,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
REX SURGERY CENTER OF WAKEFIELD LLC,34C0001201,1013425933,RALEIGH,NC,27612,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,56,98.2,
VENTANA SURGICAL CENTER LLC,05C0002196,1013438563,ADDISON,CA,91356,2022,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5,71,No Different Than the National Rate,2.1,1.3,3.2,,33,No Different Than the National Rate,4.7,2.8,7.6,,,N/A,5
VENTANA SURGICAL CENTER LLC,05C0002196,1013438563,ADDISON,CA,91356,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF NORTH CAROLINA DIGESTIVE HEALTH PARTNERS,34C0001034,1013463157,ASHEVILLE,NC,28801,2022,100,,N/A,5,6583,No Different Than the National Rate,9.6,7.8,11.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF NORTH CAROLINA DIGESTIVE HEALTH PARTNERS,34C0001034,1013463157,ASHEVILLE,NC,28801,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,82,93.9,
CAMARILLO ENDOSCOPY CENTER LLC,05C0002164,1013463991,CAMARILLO,CA,93012,2022,N/A,5,N/A,5,772,No Different Than the National Rate,10.8,8,14.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CAMARILLO ENDOSCOPY CENTER LLC,05C0002164,1013463991,CAMARILLO,CA,93012,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MUVE LAKEWAY AMBULATORY SURGICAL CENTER,45C0001618,1013468586,LAKEWAY,TX,78738,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,121,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
